GVKEY,Company Name,Ticker,CIK,Is the folder present?,,
31673,AMERISOURCEBERGEN CORP,ABC,1140859,Yes,,
6403,KERR-MCGEE CORP,KMG.1,1141185,Yes,,
160225,MASTERCARD INC,MA,1141391,Yes,,
3497,COOPER INDUSTRIES PLC,CBE,1141982,Yes,,
146017,ACUITY BRANDS INC,AYI,1144215,No,,
145046,ANTHEM INC,ANTM,1156039,Yes,,
149070,CME GROUP INC,CME,1156375,No,,
145977,ADVANCE AUTO PARTS INC,AAP,1158449,No,,
11446,MEADWESTVACO CORP,MWV,1159297,No,,
8549,CONOCOPHILLIPS,COP,1163165,Yes,,
23978,UNITED STATES STEEL CORP,X,1163302,Yes,,
1661,NABORS INDUSTRIES LTD,NBR,1163739,Yes,,
7881,NEWMONT GOLDCORP CORP,NEM,1164727,No,,
8446,PENNEY (J C) CO,JCP,1166126,Yes,,
3226,COMCAST CORP,CMCSA,1166691,Yes,,
150699,CIMAREX ENERGY CO,XEC,1168054,No,,
64410,CARMAX INC,KMX,1170010,Yes,,
7186,MEDCO HEALTH SOLUTIONS INC,MHS,1170650,No,,
149738,CIT GROUP INC,CIT,1171825,No,,
149318,WYNN RESORTS LTD,WYNN,1174922,Yes,,
184700,FLEETCOR TECHNOLOGIES INC,FLT,1175454,No,,
3619,CROWN HOLDINGS INC,CCK,1219601,Yes,,
12603,CNO FINANCIAL GROUP INC,CNO,1224608,Yes,,
148349,TRANSDIGM GROUP INC,TDG,1260221,No,,
183377,FORTINET INC,FTNT,1262039,No,,
157057,ASSURANT INC,AIZ,1267238,Yes,,
157858,FREESCALE SEMICONDUCTOR INC,BX1,1272547,Yes,,
5342,MONEYGRAM INTERNATIONAL INC,MGI,1273931,No,,
160255,HOSPIRA INC,HSP,1274057,Yes,,
175404,FIRST SOLAR INC,FSLR,1274494,Yes,,
120877,REYNOLDS AMERICAN INC,RAI,1275283,No,,
158354,GENWORTH FINANCIAL INC,GNW,1276520,Yes,,
158742,MARKETAXESS HOLDINGS INC,MKTX,1278021,No,,
260778,WELLCARE HEALTH PLANS INC,WCG,1279363,No,,
4674,REGIONS FINANCIAL CORP,RF,1281761,Yes,,
174490,WINDSTREAM HOLDINGS INC,WINMQ,1282266,No,,
4462,NEWMARKET CORP,NEU,1282637,No,,
162129,MOSAIC CO,MOS,1285785,Yes,,
160479,EXTRA SPACE STORAGE INC,EXR,1289490,No,,
160991,DIGITAL REALTY TRUST INC,DLR,1297996,No,,
162448,ALPHA NATURAL RESOURCES INC,ANRZQ,1301063,No,,
162254,CELANESE CORP,CE,1306830,No,,
12886,TWENTY-FIRST CENTURY FOX INC,TFCFA,1308161,No,,
6307,SEARS HOLDINGS CORP,SHLDQ,1310067,No,,
163946,CF INDUSTRIES HOLDINGS INC,CF,1324404,No,,
126296,EXPEDIA GROUP INC,EXPE,1324424,Yes,,
4093,DUKE ENERGY CORP,DUK,1326160,Yes,,
145049,GAMESTOP CORP,GME,1326380,No,,
170617,FACEBOOK INC,FB,1326801,No,,
165052,UNDER ARMOUR INC,UAA,1336917,Yes,,
165123,LEIDOS HOLDINGS INC,LDOS,1336920,No,,
8692,POTLATCHDELTIC CORP,PCH,1338749,No,,
165675,VIACOM INC,VIAB,1339947,No,,
12142,ORACLE CORP,ORCL,1341439,Yes,,
174130,EMBARQ CORP,EQ.2,1350031,No,,
177884,CONCHO RESOURCES INC,CXO,1358071,No,,
175319,HANESBRANDS INC,HBI,1359841,Yes,,
174729,WYNDHAM DESTINATIONS INC,WYND,1361658,Yes,,
124434,BLACKROCK INC,BLK,1364742,Yes,,
175263,WESTERN UNION CO,WU,1365135,Yes,,
166451,NYSE EURONEXT,NYX,1368007,No,,
1239,ALBERTO-CULVER CO,ACV.1,1368457,Yes,,
8214,OWENS CORNING,OC,1370946,Yes,,
176282,SPECTRA ENERGY CORP,SE.7,1373835,No,,
184500,CBOE GLOBAL MARKETS INC,CBOE,1374310,No,,
176404,TIME WARNER CABLE INC,TWC,1377013,No,,
16245,PEOPLE'S UNITED FINL INC,PBCT,1378946,Yes,,
25495,DYNEGY INC,DYN,1379895,No,,
176928,BROADRIDGE FINANCIAL SOLUTNS,BR,1383312,No,,
177267,TE CONNECTIVITY LTD,TEL,1385157,Yes,,
177264,COVIDIEN PLC,COV,1385187,Yes,,
2019,BANK OF NEW YORK MELLON CORP,BK,1390777,Yes,,
10096,PUBLIC STORAGE,PSA,1393311,Yes,,
177376,DISCOVER FINANCIAL SVCS,DFS,1393612,No,,
11228,VULCAN MATERIALS CO,VMC,1396009,No,,
174022,REALOGY HOLDINGS CORP,RLGY,1398987,Yes,,
7067,MARSHALL & ILSLEY CORP,MI.1,1399315,Yes,,
3105,IHEARTMEDIA INC,IHTM,1400891,No,,
179534,VISA INC,V,1403161,Yes,,
178704,ULTA BEAUTY INC,ULTA,1403568,No,,
178507,MSCI INC,MSCI,1408198,No,,
2849,BBVA COMPASS BANCSHARES INC,BBVA1,1409775,No,,
179437,AMERICAN WATER WORKS CO INC,AWK,1410636,No,,
179621,PHILIP MORRIS INTERNATIONAL,PM,1413329,Yes,,
2085,BAUSCH & LOMB HLDGS  -REDH,6583B,1416436,No,,
18872,TWITTER INC,TWTR,1418091,No,,
28877,KEURIG DR PEPPER INC,KDP,1418135,Yes,,
147175,LORILLARD INC,LO,1424847,Yes,,
180167,SCRIPPS NETWORKS INTERACTIVE,SNI,1430602,No,,
164296,DISCOVERY INC,DISCA,1437107,Yes,,
180652,VERISK ANALYTICS INC,VRSK,1442145,Yes,,
28338,TRANSOCEAN LTD,RIG,1451505,Yes,,
180833,MEAD JOHNSON NUTRITION CO,MJN,1452575,No,,
183257,CAREFUSION CORP,CFN,1457543,Yes,,
11925,NOBLE CORP PLC,NE,1458891,Yes,,
12206,DIRECTV,DTV.2,1465112,No,,
5959,INGERSOLL-RAND PLC,IR,1466258,No,,
143357,ACCENTURE PLC,ACN,1467373,Yes,,
5073,GENERAL MOTORS CO,GM,1467858,Yes,,
17928,IQVIA HOLDINGS INC,IQV,1478242,No,,
5968,RYERSON HOLDING CORP,RYI,1481582,No,,
294524,LYONDELLBASELL INDUSTRIES NV,LYB,1489393,No,,
100873,NIELSEN HOLDINGS PLC,NLSN,1492633,Yes,,
186106,MOTOROLA MOBILITY HLDGS INC,MMI.3,1495569,No,,
186310,HUNTINGTON INGALLS IND INC,HII,1501585,No,,
6310,KINDER MORGAN INC,KMI,1506307,Yes,,
186989,MARATHON PETROLEUM CORP,MPC,1510295,Yes,,
104432,NORWEGIAN CRUISE LINE HLDGS,NCLH,1513761,No,,
187128,WPX ENERGY INC,WPX,1518832,Yes,,
188255,FORTUNE BRANDS HOME & SECUR,FBHS,1519751,No,,
118122,APTIV PLC,APTV,1521332,Yes,,
189491,XYLEM INC,XYL,1524472,Yes,,
199356,TRIPADVISOR INC,TRIP,1526520,Yes,,
198058,CAPRI HOLDINGS LTD,CPRI,1530721,Yes,,
25356,EXPRESS SCRIPTS HOLDING CO,ESRX,1532063,No,,
170841,PHILLIPS 66,PSX,1534701,Yes,,
170750,DIAMONDBACK ENERGY INC,FANG,1539838,No,,
12978,KRAFT FOODS GROUP INC,KRFT,1545158,Yes,,
14438,ADT CORP,ADT.4,1546640,No,,
16101,ABBVIE INC,ABBV,1551152,Yes,,
4199,EATON CORP PLC,ETN,1551182,Yes,,
8787,ARCHSTONE INC-REDH,ASN,1555218,No,,
13721,ZOETIS INC,ZTS,1555280,Yes,,
18043,NEWS CORP,NWSA,1564708,Yes,,
18086,MALLINCKRODT PLC,MNK,1567892,Yes,,
163610,INTERCONTINENTAL EXCHANGE,ICE,1571949,Yes,,
14489,DELL TECHNOLOGIES INC,DELL,1571996,Yes,,
27845,ALLERGAN PLC,AGN,1578845,No,,
316056,ALLEGION PLC,ALLE,1579241,Yes,,
24782,PERRIGO CO PLC,PRGO,1585364,Yes,,
5643,HILTON WORLDWIDE HOLDINGS,HLT,1585689,Yes,,
63645,ENDO INTERNATIONAL PLC,ENDP,1593034,Yes,,
10121,NAVIENT CORP,NAVI,1593538,Yes,,
63800,IMS HEALTH HOLDINGS INC,IMS,1595262,Yes,,
20748,ARISTA NETWORKS INC,ANET,1596532,No,,
162906,IHS MARKIT LTD,INFO,1598014,No,,
20232,KEYSIGHT TECHNOLOGIES INC,KEYS,1601046,No,,
20686,SYNCHRONY FINANCIAL,SYF,1601712,Yes,,
4367,WEATHERFORD INTL PLC,WFTIF,1603923,No,,
64853,QORVO INC,QRVO,1604778,Yes,,
10787,TYCO INTERNATIONAL PLC,TYC,1608109,No,,
7228,MEDTRONIC PLC,MDT,1613103,Yes,,
11264,WALGREENS BOOTS ALLIANCE INC,WBA,1618921,No,,
22734,BAXALTA INC,BXLT,1620546,No,,
7637,MYLAN NV,MYL,1623613,Yes,,
23827,COLUMBIA PIPELINE GROUP INC,CPGX,1629995,No,,
24616,PAYPAL HOLDINGS INC,PYPL,1633917,Yes,,
5568,KRAFT HEINZ CO,KHC,1637459,No,,
26156,HEWLETT PACKARD ENTERPRISE,HPE,1645590,Yes,,
26304,CSRA INC,CSRA,1646383,Yes,,
12756,COCA-COLA EUROPEAN PARTNERS,CCEP,1650107,No,,
26410,FOUR CORNERS PROPERTY TR INC,FCPT,1650132,No,,
160329,ALPHABET INC,GOOGL,1652044,Yes,,
27119,INGEVITY CORP,NGVT,1653477,No,,
26590,FORTIVE CORP,FTV,1659166,No,,
26709,VERSUM MATERIALS INC,VSM,1660690,No,,
4060,DUPONT  DE NEMOURS INC,DD,1666700,No,,
27333,ADIENT PLC,ADNT,1670541,No,,
28499,YUM CHINA HOLDINGS INC,YUMC,1673358,No,,
28070,ADVANSIX INC,ASIX,1673985,No,,
1794,ASHLAND GLOBAL HOLDINGS INC,ASH,1674862,Yes,,
27638,ALCOA CORP,AA,1675149,No,,
27800,QUALITY CARE PROPERTIES INC,QCP,1677203,No,,
28719,CONDUENT INC,CNDT,1677703,No,,
65967,ENVISION HEALTHCARE CORP,EVHC,1678531,No,,
28790,LAMB WESTON HOLDINGS INC,LW,1679273,No,,
30923,TECHNIPFMC PLC,FTI,1681459,No,,
29004,VAREX IMAGING CORP,VREX,1681622,No,,
29819,BIOVERATIV INC,BIVV,1681689,No,,
29155,CARS.COM INC,CARS,1683606,No,,
31774,BRIGHTHOUSE FINANL INC,BHF,1685040,No,,
3336,DXC TECHNOLOGY CO,DXC,1688568,Yes,,
32154,JBG SMITH PPTYS,JBGS,1689796,No,,
32106,BAKER HUGHES A GE CO,BHGE,1701605,No,,
12485,ALTICE USA INC,ATUS,1702780,Yes,,
31802,DELPHI TECHNOLOGIES PLC,DLPH,1707092,No,,
25124,LINDE PLC,LIN,1707925,No,,
6338,EVERGY INC,EVRG,1711269,No,,
326688,NVENT ELECTRIC PLC,NVT,1720635,No,,
33326,APERGY CORP,APY,1723089,No,,
33439,PERSPECTA INC,PRSP,1724670,No,,
180711,BROADCOM INC,AVGO,1730168,Yes,,
29830,WESTROCK CO,WRK,1732845,No,,
2547,CIGNA CORP,CI,1739940,Yes,,
3980,DISNEY (WALT) CO,DIS,1744489,No,,
34443,DOW INC,DOW,1751788,No,,
34765,COVETRUS INC,CVET,1752836,No,,
34636,FOX CORP,FOXA,1754301,No,,
35168,CORTEVA INC- SPN,CTVA,1755672,No,,
35035,KONTOOR BRANDS INC,KTB,1760965,No,,
